N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
476.0,사조대림,32000.0,1800.0,-5.33%,5000.0,45537.0,33600.0,34500.0,31850.0
477.0,DL건설,13290.0,150.0,-1.12%,5000.0,12571.0,13300.0,13540.0,13280.0
478.0,KODEX 선진국MSCI World,22640.0,60.0,-0.26%,0.0,28387.0,22700.0,22700.0,22605.0
479.0,STX중공업,10220.0,70.0,+0.69%,2500.0,93591.0,10270.0,10360.0,10000.0
480.0,TIGER KRX2차전지K-뉴딜,14515.0,275.0,-1.86%,0.0,267954.0,14770.0,14855.0,14500.0
481.0,SK증권,616.0,4.0,-0.65%,500.0,659767.0,620.0,622.0,616.0
482.0,이수화학,12780.0,220.0,-1.69%,5000.0,143841.0,13060.0,13060.0,12750.0
483.0,동국홀딩스,9130.0,150.0,-1.62%,5000.0,45291.0,9280.0,9330.0,9100.0
484.0,스카이라이프,6070.0,10.0,-0.16%,2500.0,47727.0,6080.0,6180.0,6060.0
485.0,일성신약,21800.0,100.0,+0.46%,1000.0,4251.0,21700.0,22000.0,21650.0
486.0,TIGER 미국배당다우존스,9995.0,10.0,+0.10%,0.0,440244.0,10000.0,10000.0,9960.0
487.0,KODEX 미국채울트라30년선물(H),7660.0,30.0,-0.39%,0.0,355577.0,7660.0,7660.0,7615.0
488.0,SOL 반도체소부장Fn,12885.0,200.0,+1.58%,0.0,1507486.0,12680.0,12900.0,12585.0
489.0,일양약품,15050.0,110.0,-0.73%,2500.0,18650.0,15280.0,15280.0,14950.0
490.0,조선내화,24050.0,800.0,-3.22%,500.0,51982.0,24850.0,24850.0,23600.0
491.0,종근당홀딩스,56900.0,1100.0,+1.97%,2500.0,8229.0,55800.0,56900.0,55800.0
492.0,코오롱플라스틱,7500.0,70.0,-0.92%,1000.0,127986.0,7570.0,7740.0,7460.0
493.0,모토닉,8600.0,0.0,0.00%,500.0,10859.0,8600.0,8600.0,8510.0
494.0,KBSTAR 미국나스닥100,15420.0,120.0,-0.77%,0.0,67872.0,15460.0,15460.0,15395.0
495.0,알루코,2935.0,75.0,-2.49%,500.0,501399.0,3005.0,3010.0,2915.0
496.0,KODEX Fn Top10동일가중,7340.0,70.0,-0.94%,0.0,217969.0,7435.0,7445.0,7325.0
497.0,SNT홀딩스,17300.0,200.0,+1.17%,500.0,6225.0,17060.0,17360.0,17030.0
498.0,휴스틸,5010.0,30.0,-0.60%,1000.0,182672.0,5060.0,5110.0,4995.0
499.0,KODEX 국고채30년액티브,98085.0,135.0,-0.14%,0.0,2390.0,98500.0,98500.0,97530.0
500.0,한국철강,6600.0,90.0,+1.38%,1000.0,26303.0,6590.0,6610.0,6510.0
501.0,YG PLUS,4415.0,90.0,-2.00%,500.0,306273.0,4505.0,4575.0,4385.0
502.0,이연제약,15060.0,120.0,-0.79%,500.0,17675.0,15170.0,15300.0,15000.0
503.0,대한제당,3115.0,15.0,+0.48%,500.0,434125.0,3105.0,3140.0,3095.0
504.0,아이마켓코리아,8340.0,160.0,+1.96%,500.0,53348.0,8200.0,8370.0,8180.0
505.0,KBSTAR 비메모리반도체액티브,11190.0,185.0,+1.68%,0.0,391546.0,11045.0,11230.0,10935.0
506.0,수산인더스트리,19310.0,10.0,+0.05%,200.0,31099.0,19300.0,19520.0,19110.0
507.0,지역난방공사,23800.0,100.0,-0.42%,5000.0,4438.0,24000.0,24050.0,23700.0
508.0,신성통상,1912.0,66.0,-3.34%,500.0,605747.0,1977.0,1977.0,1908.0
509.0,현대차증권,8660.0,10.0,+0.12%,5000.0,9102.0,8660.0,8680.0,8630.0
510.0,락앤락,6300.0,160.0,+2.61%,500.0,86460.0,6200.0,6300.0,6130.0
511.0,도화엔지니어링,8080.0,10.0,+0.12%,500.0,67337.0,8070.0,8130.0,8030.0
512.0,HD현대에너지솔루션,24300.0,50.0,-0.21%,5000.0,44436.0,24400.0,24900.0,24100.0
513.0,남선알미늄,2090.0,0.0,0.00%,500.0,375205.0,2105.0,2110.0,2070.0
514.0,잇츠한불,12300.0,130.0,-1.05%,500.0,9829.0,12480.0,12480.0,12300.0
515.0,조일알미늄,2130.0,40.0,-1.84%,500.0,642360.0,2175.0,2175.0,2100.0
516.0,에이프로젠,1018.0,62.0,-5.74%,500.0,5444201.0,1083.0,1116.0,1015.0
517.0,동화약품,9630.0,60.0,-0.62%,1000.0,32587.0,9690.0,9720.0,9590.0
518.0,티와이홀딩스,5290.0,190.0,-3.47%,500.0,114468.0,5480.0,5500.0,5260.0
519.0,환인제약,14330.0,150.0,-1.04%,500.0,14508.0,14500.0,14550.0,14210.0
520.0,한국콜마홀딩스,7240.0,160.0,+2.26%,500.0,259521.0,7080.0,7380.0,7070.0
521.0,스틱인베스트먼트,6370.0,80.0,-1.24%,500.0,45511.0,6450.0,6470.0,6370.0
522.0,STX엔진,11480.0,40.0,-0.35%,2500.0,16381.0,11610.0,11660.0,11420.0
523.0,LG헬로비전,3410.0,40.0,-1.16%,2500.0,114609.0,3450.0,3450.0,3385.0
524.0,KODEX 25-11 회사채(A+이상)액티브,10150.0,5.0,-0.05%,0.0,52661.0,10155.0,10155.0,10145.0
525.0,제주은행,8110.0,270.0,-3.22%,5000.0,338778.0,8400.0,8400.0,8100.0
526.0,BYC,416500.0,2000.0,-0.48%,5000.0,177.0,421000.0,421000.0,411000.0
527.0,현대차3우B,107000.0,200.0,-0.19%,5000.0,6660.0,107200.0,107400.0,106700.0
528.0,한국금융지주우,43650.0,0.0,0.00%,5000.0,5704.0,43650.0,43850.0,43500.0
529.0,JW홀딩스,3490.0,20.0,-0.57%,500.0,54945.0,3515.0,3535.0,3445.0
530.0,세진중공업,4450.0,0.0,0.00%,500.0,57025.0,4465.0,4480.0,4400.0
531.0,삼양패키징,15990.0,0.0,0.00%,5000.0,12532.0,15990.0,16040.0,15910.0
532.0,한미글로벌,22950.0,350.0,+1.55%,500.0,126472.0,22600.0,23250.0,22300.0
533.0,한솔제지,10450.0,10.0,+0.10%,5000.0,36282.0,10450.0,10540.0,10370.0
534.0,다올투자증권,4080.0,330.0,-7.48%,5000.0,401230.0,4380.0,4400.0,4040.0
535.0,케이씨,18290.0,280.0,-1.51%,500.0,32379.0,18570.0,18650.0,18070.0
536.0,현대코퍼레이션,18600.0,250.0,-1.33%,5000.0,12715.0,19000.0,19060.0,18600.0
537.0,제일약품,16600.0,260.0,-1.54%,500.0,69179.0,17000.0,17370.0,16550.0
538.0,롯데하이마트,10330.0,20.0,-0.19%,5000.0,16960.0,10350.0,10490.0,10300.0
539.0,한국무브넥스,8000.0,170.0,-2.08%,1000.0,539397.0,8230.0,8230.0,7920.0
540.0,광주신세계,30500.0,400.0,+1.33%,1000.0,8026.0,30200.0,30500.0,30100.0
541.0,하나제약,13600.0,120.0,-0.87%,500.0,22152.0,13720.0,13800.0,13580.0
542.0,TIGER 반도체,35610.0,505.0,+1.44%,0.0,91622.0,35240.0,35610.0,34950.0
543.0,동양,1008.0,23.0,-2.23%,500.0,450639.0,1031.0,1035.0,1005.0
544.0,SIMPAC,3670.0,20.0,-0.54%,500.0,32027.0,3725.0,3725.0,3645.0
545.0,KBSTAR 미국S&P500,12950.0,60.0,-0.46%,0.0,53207.0,12980.0,12985.0,12925.0
546.0,한전산업,7320.0,30.0,-0.41%,500.0,65073.0,7310.0,7440.0,7290.0
547.0,진원생명과학,3035.0,55.0,-1.78%,1000.0,321409.0,3085.0,3115.0,3020.0
548.0,KBSTAR Fn수소경제테마,9055.0,30.0,+0.33%,0.0,36259.0,9050.0,9110.0,9000.0
549.0,AK홀딩스,17880.0,70.0,-0.39%,5000.0,1569.0,17770.0,18000.0,17770.0
550.0,코오롱글로벌,12490.0,220.0,+1.79%,5000.0,97097.0,12260.0,12550.0,12200.0
551.0,KBSTAR 200TR,18075.0,25.0,-0.14%,0.0,8002.0,18105.0,18185.0,18000.0
552.0,삼영무역,12680.0,20.0,+0.16%,500.0,4430.0,12660.0,12680.0,12560.0
553.0,경방,8520.0,0.0,0.00%,500.0,577.0,8520.0,8650.0,8500.0
554.0,TIGER 미국배당+7%프리미엄다우존스,9595.0,5.0,+0.05%,0.0,464805.0,9590.0,9605.0,9560.0
555.0,TYM,5160.0,50.0,-0.96%,2500.0,148340.0,5200.0,5240.0,5090.0
556.0,부국증권,22100.0,0.0,0.00%,5000.0,455.0,22350.0,22350.0,22100.0
557.0,이지스밸류리츠,4435.0,25.0,+0.57%,1000.0,45777.0,4415.0,4440.0,4395.0
558.0,신대양제지,5660.0,0.0,0.00%,500.0,70269.0,5650.0,5680.0,5620.0
559.0,KODEX 삼성그룹밸류,8460.0,50.0,-0.59%,0.0,13189.0,8500.0,8525.0,8430.0
560.0,제이에스코퍼레이션,16900.0,240.0,-1.40%,100.0,53197.0,17200.0,17300.0,16730.0
561.0,넥센,4195.0,25.0,-0.59%,500.0,14916.0,4240.0,4240.0,4025.0
562.0,현대비앤지스틸,14810.0,100.0,-0.67%,5000.0,137496.0,14910.0,15000.0,13750.0
563.0,삼익THK,10600.0,60.0,-0.56%,500.0,12069.0,10660.0,10760.0,10560.0
564.0,TIGER 미국나스닥100커버드콜(합성),9710.0,0.0,0.00%,0.0,281839.0,9735.0,9735.0,9680.0
565.0,세방,11460.0,40.0,-0.35%,500.0,64144.0,11550.0,11610.0,11450.0
566.0,코오롱,17500.0,40.0,+0.23%,5000.0,4229.0,17420.0,17510.0,17330.0
567.0,ACE 베트남VN30(합성),16610.0,65.0,-0.39%,0.0,51989.0,16690.0,16740.0,16580.0
568.0,KBSTAR ESG사회책임투자,10800.0,50.0,-0.46%,0.0,12887.0,10810.0,10850.0,10750.0
569.0,동성케미컬,4420.0,35.0,+0.80%,1000.0,101639.0,4385.0,4480.0,4385.0
570.0,한국제지,1154.0,2.0,+0.17%,1000.0,36735.0,1152.0,1154.0,1143.0
571.0,대교,2590.0,20.0,+0.78%,500.0,56226.0,2570.0,2590.0,2465.0
572.0,KPX홀딩스,51800.0,500.0,-0.96%,5000.0,1252.0,52500.0,52500.0,51800.0
573.0,대덕,6440.0,50.0,+0.78%,500.0,40197.0,6390.0,6500.0,6380.0
574.0,TIGER 23-12 국공채액티브,207970.0,35.0,+0.02%,0.0,51.0,207970.0,207970.0,207950.0
575.0,대한제분,128300.0,700.0,-0.54%,5000.0,234.0,129000.0,129000.0,127600.0
576.0,대성에너지,7860.0,90.0,-1.13%,1000.0,158538.0,7950.0,7970.0,7850.0
577.0,KPX케미칼,44600.0,100.0,-0.22%,5000.0,2658.0,44700.0,44850.0,44350.0
578.0,성신양회,8780.0,90.0,-1.01%,5000.0,144291.0,8860.0,8940.0,8770.0
579.0,신세계 I&C,12490.0,40.0,+0.32%,500.0,15223.0,12510.0,12550.0,12450.0
580.0,TIGER 종합채권(AA-이상)액티브,50700.0,30.0,-0.06%,0.0,386.0,50645.0,50700.0,50630.0
581.0,경농,10960.0,190.0,-1.70%,500.0,175868.0,11210.0,11400.0,10900.0
582.0,동국씨엠,7140.0,120.0,-1.65%,5000.0,63730.0,7240.0,7310.0,7120.0
583.0,경보제약,8880.0,270.0,-2.95%,500.0,450011.0,9130.0,9500.0,8830.0
584.0,두산우,53000.0,800.0,+1.53%,5000.0,33073.0,52500.0,53600.0,52300.0
585.0,SOL 200TR,11935.0,20.0,-0.17%,0.0,141.0,11960.0,11975.0,11900.0
586.0,TIGER 헬스케어,27040.0,325.0,-1.19%,0.0,85857.0,27170.0,27410.0,26845.0
587.0,일신방직,9050.0,60.0,-0.66%,500.0,33916.0,9120.0,9180.0,8970.0
588.0,한화갤러리아,1085.0,17.0,-1.54%,500.0,718258.0,1111.0,1111.0,1082.0
589.0,백산,9330.0,190.0,+2.08%,500.0,177413.0,9260.0,9630.0,9210.0
590.0,예스코홀딩스,34950.0,0.0,0.00%,5000.0,1452.0,34550.0,35050.0,34550.0
591.0,하이트진로홀딩스,9020.0,50.0,+0.56%,5000.0,8899.0,9020.0,9020.0,8970.0
592.0,GS글로벌,2530.0,25.0,-0.98%,2500.0,538423.0,2545.0,2600.0,2525.0
593.0,한솔테크닉스,6500.0,50.0,-0.76%,5000.0,74720.0,6540.0,6580.0,6490.0
594.0,TIGER 차이나CSI300,8455.0,80.0,-0.94%,0.0,28036.0,8585.0,8585.0,8430.0
595.0,넥스틸,7950.0,310.0,-3.75%,500.0,500515.0,8280.0,8280.0,7900.0
596.0,디아이씨,5300.0,140.0,+2.71%,500.0,341740.0,5200.0,5300.0,5100.0
597.0,에스엠벡셀,1842.0,37.0,-1.97%,500.0,59961.0,1879.0,1879.0,1821.0
598.0,SOL 2차전지소부장Fn,7785.0,75.0,-0.95%,0.0,236678.0,7860.0,7900.0,7740.0
599.0,에이프로젠바이오로직스,306.0,14.0,-4.37%,500.0,3433276.0,320.0,323.0,306.0
600.0,신한서부티엔디리츠,3620.0,10.0,-0.28%,1000.0,26591.0,3630.0,3665.0,3610.0
601.0,KBSTAR 단기종합채권(AA-이상)액티브,106115.0,15.0,+0.01%,0.0,224.0,106120.0,106120.0,106110.0
602.0,TIGER 일본니케이225,17875.0,85.0,-0.47%,0.0,45314.0,17955.0,17985.0,17800.0
603.0,금호건설,5450.0,10.0,-0.18%,5000.0,39127.0,5490.0,5530.0,5420.0
604.0,디앤디플랫폼리츠,3105.0,10.0,+0.32%,1000.0,51965.0,3095.0,3115.0,3085.0
605.0,JW생명과학,12610.0,10.0,+0.08%,2500.0,9656.0,12700.0,12730.0,12560.0
606.0,벽산,2910.0,0.0,0.00%,500.0,412611.0,2910.0,2955.0,2875.0
607.0,노루페인트,9970.0,10.0,-0.10%,500.0,145584.0,9970.0,10070.0,9720.0
608.0,S-Oil우,49400.0,50.0,-0.10%,2500.0,5595.0,49450.0,49500.0,49350.0
609.0,자이에스앤디,5120.0,70.0,-1.35%,1000.0,35306.0,5190.0,5200.0,5110.0
610.0,무림P&P,3180.0,15.0,+0.47%,2500.0,65982.0,3180.0,3200.0,3165.0
611.0,ARIRANG 고배당주,12185.0,25.0,+0.21%,0.0,70091.0,12160.0,12190.0,12125.0
612.0,HDC랩스,7620.0,50.0,+0.66%,500.0,5468.0,7480.0,7670.0,7480.0
613.0,사조산업,39500.0,100.0,+0.25%,5000.0,2245.0,39650.0,39650.0,39300.0
614.0,태경산업,6710.0,90.0,-1.32%,500.0,192701.0,6810.0,6820.0,6700.0
615.0,NPC,5340.0,30.0,-0.56%,500.0,50558.0,5350.0,5420.0,5340.0
616.0,서연,8350.0,80.0,-0.95%,500.0,104507.0,8430.0,8600.0,8210.0
617.0,만호제강,47150.0,0.0,0.00%,1000.0,0.0,0.0,0.0,0.0
618.0,ARIRANG 종합채권(AA-이상)액티브,103270.0,0.0,0.00%,0.0,0.0,103270.0,103270.0,103270.0
619.0,제일파마홀딩스,12200.0,0.0,0.00%,500.0,150367.0,12200.0,12350.0,11940.0
620.0,동아지질,13840.0,70.0,+0.51%,500.0,35030.0,13930.0,14060.0,13770.0
621.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,32385.0,420.0,+1.31%,0.0,1.0,32385.0,32385.0,32385.0
622.0,KSS해운,8400.0,80.0,+0.96%,500.0,55441.0,8290.0,8510.0,8290.0
623.0,금호석유우,64100.0,100.0,+0.16%,5000.0,3509.0,64100.0,64200.0,63700.0
624.0,화승인더,3500.0,60.0,-1.69%,500.0,45622.0,3590.0,3590.0,3500.0
625.0,ACE 테슬라밸류체인액티브,10945.0,70.0,-0.64%,0.0,179608.0,11045.0,11045.0,10945.0
626.0,일진다이아,13600.0,120.0,-0.87%,1000.0,19563.0,13700.0,13930.0,13600.0
627.0,KIB플러그에너지,815.0,9.0,-1.09%,500.0,2043567.0,826.0,841.0,803.0
628.0,흥국화재,3005.0,5.0,+0.17%,5000.0,26272.0,2995.0,3020.0,2995.0
629.0,코람코더원리츠,4760.0,25.0,-0.52%,500.0,28139.0,4790.0,4795.0,4725.0
630.0,한세예스24홀딩스,4800.0,95.0,-1.94%,500.0,48554.0,4880.0,4885.0,4770.0
631.0,에이블씨엔씨,7380.0,20.0,+0.27%,500.0,55554.0,7440.0,7450.0,7310.0
632.0,삼성전기우,65900.0,200.0,+0.30%,5000.0,1354.0,65700.0,66100.0,65500.0
633.0,교촌에프앤비,7660.0,70.0,+0.92%,500.0,15713.0,7590.0,7670.0,7570.0
634.0,일진홀딩스,3875.0,20.0,+0.52%,1000.0,44567.0,3855.0,3895.0,3815.0
635.0,TIGER 미국달러SOFR금리액티브(합성),50125.0,105.0,-0.21%,0.0,3496.0,50195.0,50285.0,50060.0
636.0,키다리스튜디오,5090.0,110.0,+2.21%,500.0,247413.0,4975.0,5130.0,4860.0
637.0,LG우,62300.0,100.0,+0.16%,5000.0,3256.0,62200.0,62400.0,62100.0
638.0,미원홀딩스,81000.0,100.0,-0.12%,500.0,75.0,80900.0,81400.0,80900.0
639.0,KODEX 미국S&P500(H),10830.0,35.0,-0.32%,0.0,28991.0,10850.0,10850.0,10820.0
640.0,이월드,1322.0,17.0,+1.30%,1000.0,237607.0,1305.0,1349.0,1300.0
641.0,NH투자증권우,9910.0,0.0,0.00%,5000.0,20491.0,9910.0,9920.0,9880.0
642.0,AJ네트웍스,4120.0,35.0,-0.84%,1000.0,30085.0,4155.0,4160.0,4120.0
643.0,코오롱모빌리티그룹,2940.0,5.0,-0.17%,500.0,38079.0,2990.0,2995.0,2915.0
644.0,KODEX 차이나항셍테크,5840.0,5.0,-0.09%,0.0,53594.0,5850.0,5865.0,5740.0
645.0,태경비케이,6670.0,70.0,-1.04%,500.0,185895.0,6750.0,6790.0,6670.0
646.0,ARIRANG 코스피TR,13215.0,50.0,-0.38%,0.0,30.0,13165.0,13320.0,13165.0
647.0,삼화페인트,6690.0,30.0,+0.45%,500.0,50625.0,6660.0,6720.0,6550.0
648.0,KODEX 미국나스닥100레버리지(합성 H),7595.0,85.0,-1.11%,0.0,145639.0,7630.0,7635.0,7575.0
649.0,아주스틸,6850.0,40.0,-0.58%,500.0,6770.0,6910.0,6910.0,6800.0
650.0,진양홀딩스,3240.0,5.0,-0.15%,500.0,42645.0,3240.0,3245.0,3200.0
651.0,KOSEF 인도Nifty50(합성),19985.0,15.0,+0.08%,0.0,42138.0,19955.0,20020.0,19895.0
652.0,우진,8830.0,280.0,+3.27%,500.0,451789.0,8560.0,9080.0,8560.0
653.0,한독,12930.0,50.0,-0.39%,500.0,19853.0,12870.0,13050.0,12790.0
654.0,CJ제일제당 우,133400.0,0.0,0.00%,5000.0,1021.0,132500.0,134000.0,132500.0
655.0,한농화성,11290.0,250.0,-2.17%,500.0,82626.0,11550.0,11610.0,10850.0
656.0,ACE 미국배당다우존스,10115.0,5.0,-0.05%,0.0,137567.0,10125.0,10135.0,10090.0
657.0,TIGER KRX BBIG K-뉴딜,6295.0,10.0,+0.16%,0.0,75162.0,6275.0,6345.0,6240.0
658.0,진흥기업,1200.0,10.0,-0.83%,500.0,203496.0,1204.0,1220.0,1197.0
659.0,NI스틸,6100.0,220.0,+3.74%,500.0,473686.0,5950.0,6300.0,5950.0
660.0,HANARO MSCI Korea TR,14055.0,10.0,+0.07%,0.0,50.0,14160.0,14165.0,14025.0
661.0,디아이,6130.0,50.0,+0.82%,500.0,69631.0,6080.0,6220.0,6030.0
662.0,대창단조,6060.0,50.0,-0.82%,500.0,71156.0,6110.0,6140.0,6050.0
663.0,KODEX 골드선물(H),12770.0,110.0,+0.87%,0.0,130374.0,12715.0,12820.0,12715.0
664.0,삼영,5050.0,90.0,-1.75%,500.0,169373.0,5140.0,5150.0,5010.0
665.0,아시아나IDT,15380.0,630.0,-3.94%,500.0,184298.0,16100.0,16170.0,15310.0
666.0,ARIRANG KOFR금리,102510.0,30.0,+0.03%,0.0,4469.0,102505.0,102510.0,102505.0
667.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),67640.0,7230.0,+11.97%,0.0,2596.0,66030.0,67685.0,64010.0
668.0,KBSTAR IT플러스,17715.0,30.0,+0.17%,0.0,2328.0,17665.0,17850.0,17655.0
669.0,DB금융투자,3975.0,5.0,-0.13%,5000.0,41410.0,3980.0,3990.0,3935.0
670.0,태림포장,2375.0,30.0,+1.28%,500.0,75835.0,2345.0,2405.0,2340.0
671.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),67065.0,5865.0,+9.58%,0.0,103.0,65880.0,67065.0,65880.0
672.0,선진,7020.0,20.0,-0.28%,500.0,14445.0,7020.0,7050.0,6980.0
673.0,금강공업,5680.0,60.0,-1.05%,1000.0,63427.0,5740.0,5780.0,5680.0
674.0,동아타이어,12110.0,10.0,-0.08%,500.0,13715.0,12160.0,12220.0,12100.0
675.0,그린케미칼,6920.0,150.0,-2.12%,500.0,93694.0,7090.0,7170.0,6920.0
676.0,TIGER 국고채30년스트립액티브,45100.0,275.0,-0.61%,0.0,18782.0,44845.0,45100.0,44785.0
677.0,경동인베스트,69800.0,1400.0,-1.97%,5000.0,18153.0,70900.0,71900.0,69700.0
678.0,KOSEF 단기자금,104585.0,10.0,+0.01%,0.0,871.0,104585.0,104590.0,104575.0
679.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),65955.0,4845.0,+7.93%,0.0,27.0,65915.0,66180.0,65870.0
680.0,삼성 인버스 2X WTI원유 선물 ETN,110.0,0.0,0.00%,0.0,10837431.0,110.0,115.0,105.0
681.0,현대리바트,8010.0,60.0,+0.75%,1000.0,12119.0,7940.0,8010.0,7900.0
682.0,한투 인버스 2X 코스닥150선물 ETN,8220.0,85.0,+1.04%,0.0,2306362.0,8170.0,8285.0,8065.0
683.0,극동유화,4710.0,135.0,-2.79%,500.0,1045979.0,4770.0,4830.0,4630.0
684.0,HLB글로벌,3875.0,65.0,+1.71%,500.0,216523.0,3840.0,4170.0,3750.0
685.0,KODEX 장기종합채권(AA-이상)액티브KAP,88250.0,55.0,-0.06%,0.0,2.0,88250.0,88250.0,88250.0
686.0,삼영전자,8170.0,40.0,+0.49%,500.0,39345.0,8130.0,8310.0,8130.0
687.0,퍼스텍,3350.0,5.0,-0.15%,500.0,444178.0,3365.0,3385.0,3300.0
688.0,히어로즈 24-09 회사채(AA-이상)액티브,50565.0,20.0,+0.04%,0.0,22191.0,50560.0,50565.0,50555.0
689.0,노루홀딩스,12270.0,180.0,+1.49%,500.0,17017.0,12090.0,12480.0,11950.0
690.0,KBSTAR 25-03 회사채(AA-이상)액티브,50535.0,0.0,0.00%,0.0,6338.0,50530.0,50535.0,50515.0
691.0,SNT에너지,21650.0,200.0,-0.92%,500.0,30951.0,21900.0,21900.0,21350.0
692.0,우신시스템,8870.0,430.0,+5.09%,500.0,457873.0,8500.0,8950.0,8470.0
693.0,키움 INDXX 미국테크탑10 ETN,16135.0,0.0,0.00%,0.0,0.0,16135.0,16135.0,16135.0
694.0,한국주철관,7010.0,30.0,-0.43%,500.0,15287.0,7040.0,7070.0,6980.0
695.0,대성홀딩스,9870.0,100.0,-1.00%,1000.0,49047.0,9970.0,10000.0,9850.0
696.0,동인기연,25900.0,1550.0,-5.65%,100.0,812485.0,27850.0,28000.0,25800.0
697.0,신세계푸드,40900.0,500.0,+1.24%,5000.0,10029.0,40400.0,41250.0,40400.0
698.0,동성제약,6030.0,110.0,-1.79%,1000.0,141854.0,6140.0,6140.0,5990.0
699.0,KODEX K-메타버스액티브,7520.0,35.0,-0.46%,0.0,71131.0,7515.0,7585.0,7470.0
700.0,대성산업,3455.0,15.0,-0.43%,5000.0,236726.0,3475.0,3475.0,3435.0
701.0,무학,5470.0,40.0,-0.73%,200.0,33548.0,5500.0,5510.0,5460.0
702.0,경인양행,3745.0,5.0,+0.13%,500.0,25383.0,3740.0,3765.0,3730.0
703.0,삼성제약,2320.0,40.0,-1.69%,500.0,242244.0,2395.0,2400.0,2315.0
704.0,TIGER 일본엔선물,8410.0,10.0,+0.12%,0.0,446235.0,8375.0,8430.0,8365.0
705.0,디와이,5890.0,30.0,-0.51%,500.0,137323.0,5900.0,5940.0,5850.0
706.0,세종공업,5570.0,80.0,-1.42%,500.0,72316.0,5690.0,5690.0,5530.0
707.0,유니켐,1590.0,52.0,-3.17%,500.0,539332.0,1642.0,1662.0,1583.0
708.0,해태제과식품,5280.0,70.0,-1.31%,500.0,7646.0,5330.0,5350.0,5270.0
709.0,덕성,9800.0,10.0,+0.10%,500.0,24238526.0,9810.0,11430.0,8880.0
710.0,TIGER 글로벌4차산업혁신기술(합성 H),15750.0,100.0,+0.64%,0.0,14882.0,15690.0,15750.0,15640.0
711.0,삼성출판사,15210.0,330.0,-2.12%,500.0,31476.0,15420.0,15600.0,15190.0
712.0,ACE 단기통안채,103325.0,10.0,+0.01%,0.0,4518.0,103320.0,103325.0,103310.0
713.0,HDC현대EP,4750.0,30.0,-0.63%,500.0,82061.0,4780.0,4795.0,4690.0
714.0,TIGER 미국S&P500TR(H),11045.0,35.0,-0.32%,0.0,35352.0,11075.0,11075.0,11045.0
715.0,컨버즈,4100.0,0.0,0.00%,500.0,0.0,0.0,0.0,0.0
716.0,태경케미컬,12990.0,180.0,-1.37%,500.0,33163.0,13120.0,13230.0,12860.0
717.0,휴비스,4365.0,50.0,-1.13%,5000.0,89474.0,4440.0,4455.0,4325.0
718.0,한투 레버리지 나스닥 100 ETN,29970.0,425.0,-1.40%,0.0,1407.0,30125.0,30135.0,29970.0
719.0,미원화학,68100.0,300.0,-0.44%,1000.0,37.0,68400.0,68400.0,68000.0
720.0,KBSTAR 25-11 회사채(AA-이상)액티브,52505.0,5.0,-0.01%,0.0,12721.0,52495.0,52505.0,52450.0
721.0,TIGER 글로벌메타버스액티브,7825.0,20.0,-0.25%,0.0,12593.0,7800.0,7840.0,7800.0
722.0,용평리조트,3085.0,10.0,+0.33%,5000.0,10622.0,3090.0,3090.0,3070.0
723.0,유수홀딩스,5700.0,310.0,-5.16%,2500.0,67024.0,6010.0,6020.0,5690.0
724.0,아센디오,1420.0,116.0,+8.90%,500.0,3289812.0,1306.0,1436.0,1306.0
725.0,NH올원리츠,3480.0,20.0,+0.58%,500.0,21216.0,3460.0,3500.0,3425.0
726.0,태영건설,3760.0,30.0,-0.79%,500.0,68603.0,3790.0,3820.0,3735.0
727.0,KODEX TRF3070,11520.0,20.0,+0.17%,0.0,49112.0,11500.0,11530.0,11495.0
728.0,효성ITX,12500.0,40.0,-0.32%,500.0,8037.0,12520.0,12560.0,12470.0
729.0,페이퍼코리아,809.0,2.0,-0.25%,500.0,81844.0,838.0,839.0,806.0
730.0,아남전자,1854.0,16.0,-0.86%,500.0,266798.0,1873.0,1875.0,1846.0
731.0,KODEX 미국S&P500선물(H),21145.0,45.0,-0.21%,0.0,10645.0,21180.0,21180.0,21125.0
732.0,삼성물산우B,87600.0,100.0,+0.11%,100.0,1421.0,87500.0,88000.0,87200.0
733.0,한신기계,4380.0,50.0,-1.13%,500.0,369167.0,4425.0,4500.0,4325.0
734.0,KBSTAR 2차전지TOP10인버스(합성),23140.0,275.0,+1.20%,0.0,1338078.0,22705.0,23220.0,22705.0
735.0,한국석유,11080.0,270.0,-2.38%,500.0,121694.0,11220.0,11270.0,11050.0
736.0,인스코비,1218.0,22.0,-1.77%,500.0,197893.0,1271.0,1271.0,1209.0
737.0,삼양통상,46750.0,100.0,+0.21%,5000.0,729.0,46650.0,47150.0,46300.0
738.0,신라교역,8750.0,120.0,-1.35%,500.0,6128.0,8870.0,8880.0,8710.0
739.0,한국공항,44200.0,100.0,+0.23%,5000.0,6254.0,44100.0,44700.0,43600.0
740.0,테이팩스,29300.0,250.0,-0.85%,500.0,12176.0,29550.0,29600.0,29200.0
741.0,샘표,48200.0,150.0,-0.31%,1000.0,2074.0,48050.0,48600.0,48050.0
742.0,동부건설,6050.0,60.0,-0.98%,5000.0,23643.0,6110.0,6110.0,6030.0
